Post Index,followers,upload time,Like Count,Comment Count,is Photo,is Video,hashtag,Pic Description
28,12000,2024-11-02T09:12:56.000Z,7380,45,1,0,"['#迷因', '#梗圖', '#迷因梗', '#迷因梗圖', '#memes', '#梗圖分享', '#笑話', '#冷笑話', '#搞笑', '#搞笑影片', '#幽默語錄', '#轉', '#盧廣仲', '#歌手', '#肌肉', '#健身']",2 個人和顯示的文字是「 Muti 製圖/葉力琦 你要我刻在你心裡 還是墓碑上？ 」的圖像.
29,10000,2024-10-26T21:05:22.000Z,160000,100,0,1,"['#Karina', '#카리나', '#æspa', '#에스파', '#RelayDance']",
30,171000,2024-10-27T07:55:23.000Z,57000,886,0,1,[],
31,34000,2024-11-11T12:29:37.000Z,4304,6,1,0,[],6 個人、長髮和上衣的圖像.
32,40000,2024-10-29T08:01:08.000Z,10000,76,0,1,"['#情歌', '#内容过于真实']",
33,37000,2024-10-28T07:13:06.000Z,,0,1,0,"['#Band', '#Christmas', '#Concert', '#Fans', '#KTV', '#Live', '#Music', '#single', '#streaming', '#WhoCares', '#Zepp', '#專場', '#新單曲', '#演唱會', '#積憂谷', '#粉絲', '#聖誕', '#胡凱兒', '#菸癮', '#音樂', '#koha', '#kohataiwan', '#酷哈', '#酷哈潮流誌']",4 個人和文字的圖像.
34,57000,2024-10-15T12:01:08.000Z,675,15,1,0,"['#好Man啊', '#億萬駙馬', '#伍富橋', '#床照', '#出軌', '#星島頭條娛樂']",1 人和文字的圖像.
35,285000,2024-11-08T23:15:12.000Z,458000,1146,0,1,[],
36,258000,2024-11-04T10:08:37.000Z,30000,77,1,0,['#hahababy_'],2 個人、嬰兒、尿布和文字的圖像.
37,6932,2024-09-15T11:20:05.000Z,78000,423,0,1,[],
38,114000,2024-10-07T14:38:21.000Z,22000,52,0,1,"['#馬克信箱', '#海豚', '#dolphins', '#人魚', '#戀愛']",
39,65000,2024-11-01T11:39:56.000Z,7110,63,0,1,"['#文末抽獎', '#Biore洗顏', '#必殺瞬間', '#我們都是Biore世代', '#Biore洗顏']",
40,1343000,2024-10-29T00:30:08.000Z,355000,624,0,1,"['#fish', '#fishing', '#sea']",
41,18000,2024-10-17T10:00:40.000Z,707,27,0,1,"['#花蓮美食', '#花蓮點心', '#花蓮下午茶', '#復興街石頭餅', '#石頭餅', '#土土吃花蓮', '#洄家', '#hualien', '#hualienfood']",
42,106000,2024-11-05T13:17:34.000Z,12000,62,0,1,"['#나이시', '#奶昔']",
43,12000,2024-11-02T09:12:56.000Z,7380,45,1,0,"['#迷因', '#梗圖', '#迷因梗', '#迷因梗圖', '#memes', '#梗圖分享', '#笑話', '#冷笑話', '#搞笑', '#搞笑影片', '#幽默語錄', '#轉', '#盧廣仲', '#歌手', '#肌肉', '#健身']",2 個人和顯示的文字是「 Muti 製圖/葉力琦 你要我刻在你心裡 還是墓碑上？ 」的圖像.
44,10000,2024-10-26T21:05:22.000Z,160000,100,0,1,"['#Karina', '#카리나', '#æspa', '#에스파', '#RelayDance']",
45,171000,2024-10-27T07:55:23.000Z,57000,1186,0,1,[],
46,34000,2024-11-11T12:29:37.000Z,4304,6,1,0,[],6 個人、長髮和上衣的圖像.
47,40000,2024-10-29T08:01:08.000Z,10000,76,0,1,"['#情歌', '#内容过于真实']",
48,37000,2024-10-28T07:13:06.000Z,,0,1,0,"['#Band', '#Christmas', '#Concert', '#Fans', '#KTV', '#Live', '#Music', '#single', '#streaming', '#WhoCares', '#Zepp', '#專場', '#新單曲', '#演唱會', '#積憂谷', '#粉絲', '#聖誕', '#胡凱兒', '#菸癮', '#音樂', '#koha', '#kohataiwan', '#酷哈', '#酷哈潮流誌']",4 個人和文字的圖像.
49,57000,2024-10-15T12:01:08.000Z,675,15,1,0,"['#好Man啊', '#億萬駙馬', '#伍富橋', '#床照', '#出軌', '#星島頭條娛樂']",1 人和文字的圖像.
50,285000,2024-11-08T23:15:12.000Z,458000,1146,0,1,[],
51,258000,2024-11-04T10:08:37.000Z,30000,77,1,0,['#hahababy_'],2 個人、嬰兒、尿布和文字的圖像.
52,6932,2024-09-15T11:20:05.000Z,78000,423,0,1,[],
53,114000,2024-10-07T14:38:21.000Z,22000,52,0,1,"['#馬克信箱', '#海豚', '#dolphins', '#人魚', '#戀愛']",
54,65000,2024-11-01T11:39:56.000Z,7110,63,0,1,"['#文末抽獎', '#Biore洗顏', '#必殺瞬間', '#我們都是Biore世代', '#Biore洗顏']",
55,1344000,2024-10-29T00:30:08.000Z,355000,780,0,1,"['#fish', '#fishing', '#sea']",
56,18000,2024-10-17T10:00:40.000Z,707,27,0,1,"['#花蓮美食', '#花蓮點心', '#花蓮下午茶', '#復興街石頭餅', '#石頭餅', '#土土吃花蓮', '#洄家', '#hualien', '#hualienfood']",
57,106000,2024-11-05T13:17:34.000Z,12000,62,0,1,"['#나이시', '#奶昔']",
58,12000,2024-11-02T09:12:56.000Z,7380,45,1,0,"['#迷因', '#梗圖', '#迷因梗', '#迷因梗圖', '#memes', '#梗圖分享', '#笑話', '#冷笑話', '#搞笑', '#搞笑影片', '#幽默語錄', '#轉', '#盧廣仲', '#歌手', '#肌肉', '#健身']",2 個人和顯示的文字是「 Muti 製圖/葉力琦 你要我刻在你心裡 還是墓碑上？ 」的圖像.
59,10000,2024-10-26T21:05:22.000Z,160000,100,0,1,"['#Karina', '#카리나', '#æspa', '#에스파', '#RelayDance']",
60,171000,2024-10-27T07:55:23.000Z,57000,1227,0,1,[],
61,34000,2024-11-11T12:29:37.000Z,4304,6,1,0,[],6 個人、長髮和上衣的圖像.
62,40000,2024-10-29T08:01:08.000Z,10000,76,0,1,"['#情歌', '#内容过于真实']",
63,37000,2024-10-28T07:13:06.000Z,,0,1,0,"['#Band', '#Christmas', '#Concert', '#Fans', '#KTV', '#Live', '#Music', '#single', '#streaming', '#WhoCares', '#Zepp', '#專場', '#新單曲', '#演唱會', '#積憂谷', '#粉絲', '#聖誕', '#胡凱兒', '#菸癮', '#音樂', '#koha', '#kohataiwan', '#酷哈', '#酷哈潮流誌']",4 個人和文字的圖像.
64,57000,2024-10-15T12:01:08.000Z,675,15,1,0,"['#好Man啊', '#億萬駙馬', '#伍富橋', '#床照', '#出軌', '#星島頭條娛樂']",1 人和文字的圖像.
65,285000,2024-11-08T23:15:12.000Z,458000,1146,0,1,[],
66,258000,2024-11-04T10:08:37.000Z,30000,77,1,0,['#hahababy_'],2 個人、嬰兒、尿布和文字的圖像.
67,6932,2024-09-15T11:20:05.000Z,78000,423,0,1,[],
68,114000,2024-10-07T14:38:21.000Z,22000,52,0,1,"['#馬克信箱', '#海豚', '#dolphins', '#人魚', '#戀愛']",
69,65000,2024-11-01T11:39:56.000Z,7110,63,0,1,"['#文末抽獎', '#Biore洗顏', '#必殺瞬間', '#我們都是Biore世代', '#Biore洗顏']",
70,1344000,2024-10-29T00:30:08.000Z,355000,867,0,1,"['#fish', '#fishing', '#sea']",
71,18000,2024-10-17T10:00:40.000Z,707,27,0,1,"['#花蓮美食', '#花蓮點心', '#花蓮下午茶', '#復興街石頭餅', '#石頭餅', '#土土吃花蓮', '#洄家', '#hualien', '#hualienfood']",
72,106000,2024-11-05T13:17:34.000Z,12000,62,0,1,"['#나이시', '#奶昔']",
73,12000,2024-11-02T09:12:56.000Z,7380,45,1,0,"['#迷因', '#梗圖', '#迷因梗', '#迷因梗圖', '#memes', '#梗圖分享', '#笑話', '#冷笑話', '#搞笑', '#搞笑影片', '#幽默語錄', '#轉', '#盧廣仲', '#歌手', '#肌肉', '#健身']",2 個人和顯示的文字是「 Muti 製圖/葉力琦 你要我刻在你心裡 還是墓碑上？ 」的圖像.
74,10000,2024-10-26T21:05:22.000Z,160000,100,0,1,"['#Karina', '#카리나', '#æspa', '#에스파', '#RelayDance']",
75,171000,2024-10-27T07:55:23.000Z,57000,1289,0,1,[],
76,34000,2024-11-11T12:29:37.000Z,4304,6,1,0,[],6 個人、長髮和上衣的圖像.
77,40000,2024-10-29T08:01:08.000Z,10000,76,0,1,"['#情歌', '#内容过于真实']",
78,37000,2024-10-28T07:13:06.000Z,,0,1,0,"['#Band', '#Christmas', '#Concert', '#Fans', '#KTV', '#Live', '#Music', '#single', '#streaming', '#WhoCares', '#Zepp', '#專場', '#新單曲', '#演唱會', '#積憂谷', '#粉絲', '#聖誕', '#胡凱兒', '#菸癮', '#音樂', '#koha', '#kohataiwan', '#酷哈', '#酷哈潮流誌']",4 個人和文字的圖像.
79,57000,2024-10-15T12:01:08.000Z,675,15,1,0,"['#好Man啊', '#億萬駙馬', '#伍富橋', '#床照', '#出軌', '#星島頭條娛樂']",1 人和文字的圖像.
80,285000,2024-11-08T23:15:12.000Z,458000,1146,0,1,[],
81,258000,2024-11-04T10:08:37.000Z,30000,77,1,0,['#hahababy_'],2 個人、嬰兒、尿布和文字的圖像.
82,6933,2024-09-15T11:20:05.000Z,78000,423,0,1,[],
83,114000,2024-10-07T14:38:21.000Z,22000,52,0,1,"['#馬克信箱', '#海豚', '#dolphins', '#人魚', '#戀愛']",
84,65000,2024-11-01T11:39:56.000Z,7110,63,0,1,"['#文末抽獎', '#Biore洗顏', '#必殺瞬間', '#我們都是Biore世代', '#Biore洗顏']",
85,1344000,2024-10-29T00:30:08.000Z,355000,907,0,1,"['#fish', '#fishing', '#sea']",
86,18000,2024-10-17T10:00:40.000Z,707,27,0,1,"['#花蓮美食', '#花蓮點心', '#花蓮下午茶', '#復興街石頭餅', '#石頭餅', '#土土吃花蓮', '#洄家', '#hualien', '#hualienfood']",
87,106000,2024-11-05T13:17:34.000Z,12000,62,0,1,"['#나이시', '#奶昔']",
88,12000,2024-11-02T09:12:56.000Z,7380,45,1,0,"['#迷因', '#梗圖', '#迷因梗', '#迷因梗圖', '#memes', '#梗圖分享', '#笑話', '#冷笑話', '#搞笑', '#搞笑影片', '#幽默語錄', '#轉', '#盧廣仲', '#歌手', '#肌肉', '#健身']",2 個人和顯示的文字是「 Muti 製圖/葉力琦 你要我刻在你心裡 還是墓碑上？ 」的圖像.
89,10000,2024-10-26T21:05:22.000Z,160000,100,0,1,"['#Karina', '#카리나', '#æspa', '#에스파', '#RelayDance']",
90,171000,2024-10-27T07:55:23.000Z,57000,1289,0,1,[],
91,34000,2024-11-11T12:29:37.000Z,4304,6,1,0,[],6 個人、長髮和上衣的圖像.
92,40000,2024-10-29T08:01:08.000Z,10000,76,0,1,"['#情歌', '#内容过于真实']",
93,37000,2024-10-28T07:13:06.000Z,,0,1,0,"['#Band', '#Christmas', '#Concert', '#Fans', '#KTV', '#Live', '#Music', '#single', '#streaming', '#WhoCares', '#Zepp', '#專場', '#新單曲', '#演唱會', '#積憂谷', '#粉絲', '#聖誕', '#胡凱兒', '#菸癮', '#音樂', '#koha', '#kohataiwan', '#酷哈', '#酷哈潮流誌']",4 個人和文字的圖像.
94,57000,2024-10-15T12:01:08.000Z,675,15,1,0,"['#好Man啊', '#億萬駙馬', '#伍富橋', '#床照', '#出軌', '#星島頭條娛樂']",1 人和文字的圖像.
95,285000,2024-11-08T23:15:12.000Z,458000,1146,0,1,[],
96,285000,2024-11-08T23:15:12.000Z,458000,1146,0,1,[],
97,258000,2024-11-04T10:08:37.000Z,30000,77,1,0,['#hahababy_'],2 個人、嬰兒、尿布和文字的圖像.
98,6931,2024-09-15T11:20:05.000Z,78000,423,0,1,[],
99,114000,2024-10-07T14:38:21.000Z,22000,52,0,1,"['#馬克信箱', '#海豚', '#dolphins', '#人魚', '#戀愛']",
100,65000,2024-11-01T11:39:56.000Z,7110,63,0,1,"['#文末抽獎', '#Biore洗顏', '#必殺瞬間', '#我們都是Biore世代', '#Biore洗顏']",
101,1344000,2024-10-29T00:30:08.000Z,355000,907,0,1,"['#fish', '#fishing', '#sea']",
102,18000,2024-10-17T10:00:40.000Z,707,27,0,1,"['#花蓮美食', '#花蓮點心', '#花蓮下午茶', '#復興街石頭餅', '#石頭餅', '#土土吃花蓮', '#洄家', '#hualien', '#hualienfood']",
103,106000,2024-11-05T13:17:34.000Z,12000,62,0,1,"['#나이시', '#奶昔']",
104,12000,2024-11-02T09:12:56.000Z,7380,45,1,0,"['#迷因', '#梗圖', '#迷因梗', '#迷因梗圖', '#memes', '#梗圖分享', '#笑話', '#冷笑話', '#搞笑', '#搞笑影片', '#幽默語錄', '#轉', '#盧廣仲', '#歌手', '#肌肉', '#健身']",2 個人和顯示的文字是「 Muti 製圖/葉力琦 你要我刻在你心裡 還是墓碑上？ 」的圖像.
105,10000,2024-10-26T21:05:22.000Z,160000,100,0,1,"['#Karina', '#카리나', '#æspa', '#에스파', '#RelayDance']",
106,171000,2024-10-27T07:55:23.000Z,57000,1289,0,1,[],
107,34000,2024-11-11T12:29:37.000Z,4304,6,1,0,[],6 個人、長髮和上衣的圖像.
108,40000,2024-10-29T08:01:08.000Z,10000,76,0,1,"['#情歌', '#内容过于真实']",
109,37000,2024-10-28T07:13:06.000Z,,0,1,0,"['#Band', '#Christmas', '#Concert', '#Fans', '#KTV', '#Live', '#Music', '#single', '#streaming', '#WhoCares', '#Zepp', '#專場', '#新單曲', '#演唱會', '#積憂谷', '#粉絲', '#聖誕', '#胡凱兒', '#菸癮', '#音樂', '#koha', '#kohataiwan', '#酷哈', '#酷哈潮流誌']",4 個人和文字的圖像.
110,57000,2024-10-15T12:01:08.000Z,675,15,1,0,"['#好Man啊', '#億萬駙馬', '#伍富橋', '#床照', '#出軌', '#星島頭條娛樂']",1 人和文字的圖像.
111,285000,2024-11-08T23:15:12.000Z,458000,1146,0,1,[],
112,258000,2024-11-04T10:08:37.000Z,30000,77,1,0,['#hahababy_'],2 個人、嬰兒、尿布和文字的圖像.
113,6933,2024-09-15T11:20:05.000Z,78000,423,0,1,[],
114,114000,2024-10-07T14:38:21.000Z,22000,52,0,1,"['#馬克信箱', '#海豚', '#dolphins', '#人魚', '#戀愛']",
115,65000,2024-11-01T11:39:56.000Z,7110,63,0,1,"['#文末抽獎', '#Biore洗顏', '#必殺瞬間', '#我們都是Biore世代', '#Biore洗顏']",
116,1344000,2024-10-29T00:30:08.000Z,355000,907,0,1,"['#fish', '#fishing', '#sea']",
117,18000,2024-10-17T10:00:40.000Z,707,27,0,1,"['#花蓮美食', '#花蓮點心', '#花蓮下午茶', '#復興街石頭餅', '#石頭餅', '#土土吃花蓮', '#洄家', '#hualien', '#hualienfood']",
118,106000,2024-11-05T13:17:34.000Z,12000,62,0,1,"['#나이시', '#奶昔']",
119,12000,2024-11-02T09:12:56.000Z,7380,45,1,0,"['#迷因', '#梗圖', '#迷因梗', '#迷因梗圖', '#memes', '#梗圖分享', '#笑話', '#冷笑話', '#搞笑', '#搞笑影片', '#幽默語錄', '#轉', '#盧廣仲', '#歌手', '#肌肉', '#健身']",2 個人和顯示的文字是「 Muti 製圖/葉力琦 你要我刻在你心裡 還是墓碑上？ 」的圖像.
120,10000,2024-10-26T21:05:22.000Z,160000,100,0,1,"['#Karina', '#카리나', '#æspa', '#에스파', '#RelayDance']",
121,171000,2024-10-27T07:55:23.000Z,57000,1289,0,1,[],
122,34000,2024-11-11T12:29:37.000Z,4304,6,1,0,[],6 個人、長髮和上衣的圖像.
123,40000,2024-10-29T08:01:08.000Z,10000,76,0,1,"['#情歌', '#内容过于真实']",
124,37000,2024-10-28T07:13:06.000Z,,0,1,0,"['#Band', '#Christmas', '#Concert', '#Fans', '#KTV', '#Live', '#Music', '#single', '#streaming', '#WhoCares', '#Zepp', '#專場', '#新單曲', '#演唱會', '#積憂谷', '#粉絲', '#聖誕', '#胡凱兒', '#菸癮', '#音樂', '#koha', '#kohataiwan', '#酷哈', '#酷哈潮流誌']",4 個人和文字的圖像.
125,57000,2024-10-15T12:01:08.000Z,675,15,1,0,"['#好Man啊', '#億萬駙馬', '#伍富橋', '#床照', '#出軌', '#星島頭條娛樂']",1 人和文字的圖像.
126,285000,2024-11-08T23:15:12.000Z,458000,1146,0,1,[],
127,258000,2024-11-04T10:08:37.000Z,30000,77,1,0,['#hahababy_'],2 個人、嬰兒、尿布和文字的圖像.
128,6933,2024-09-15T11:20:05.000Z,78000,423,0,1,[],
129,114000,2024-10-07T14:38:21.000Z,22000,52,0,1,"['#馬克信箱', '#海豚', '#dolphins', '#人魚', '#戀愛']",
130,65000,2024-11-01T11:39:56.000Z,7110,63,0,1,"['#文末抽獎', '#Biore洗顏', '#必殺瞬間', '#我們都是Biore世代', '#Biore洗顏']",
131,1345000,2024-10-29T00:30:08.000Z,355000,907,0,1,"['#fish', '#fishing', '#sea']",
132,18000,2024-10-17T10:00:40.000Z,707,27,0,1,"['#花蓮美食', '#花蓮點心', '#花蓮下午茶', '#復興街石頭餅', '#石頭餅', '#土土吃花蓮', '#洄家', '#hualien', '#hualienfood']",
133,106000,2024-11-05T13:17:34.000Z,12000,62,0,1,"['#나이시', '#奶昔']",
134,12000,2024-11-02T09:12:56.000Z,7380,45,1,0,"['#迷因', '#梗圖', '#迷因梗', '#迷因梗圖', '#memes', '#梗圖分享', '#笑話', '#冷笑話', '#搞笑', '#搞笑影片', '#幽默語錄', '#轉', '#盧廣仲', '#歌手', '#肌肉', '#健身']",2 個人和顯示的文字是「 Muti 製圖/葉力琦 你要我刻在你心裡 還是墓碑上？ 」的圖像.
135,10000,2024-10-26T21:05:22.000Z,160000,100,0,1,"['#Karina', '#카리나', '#æspa', '#에스파', '#RelayDance']",
136,171000,2024-10-27T07:55:23.000Z,57000,1289,0,1,[],
137,34000,2024-11-11T12:29:37.000Z,4304,6,1,0,[],6 個人、長髮和上衣的圖像.
138,40000,2024-10-29T08:01:08.000Z,10000,76,0,1,"['#情歌', '#内容过于真实']",
139,37000,2024-10-28T07:13:06.000Z,,0,1,0,"['#Band', '#Christmas', '#Concert', '#Fans', '#KTV', '#Live', '#Music', '#single', '#streaming', '#WhoCares', '#Zepp', '#專場', '#新單曲', '#演唱會', '#積憂谷', '#粉絲', '#聖誕', '#胡凱兒', '#菸癮', '#音樂', '#koha', '#kohataiwan', '#酷哈', '#酷哈潮流誌']",4 個人和文字的圖像.
140,57000,2024-10-15T12:01:08.000Z,675,15,1,0,"['#好Man啊', '#億萬駙馬', '#伍富橋', '#床照', '#出軌', '#星島頭條娛樂']",1 人和文字的圖像.
141,285000,2024-11-08T23:15:12.000Z,458000,1146,0,1,[],
142,258000,2024-11-04T10:08:37.000Z,30000,77,1,0,['#hahababy_'],2 個人、嬰兒、尿布和文字的圖像.
143,6933,2024-09-15T11:20:05.000Z,78000,423,0,1,[],
144,114000,2024-10-07T14:38:21.000Z,22000,52,0,1,"['#馬克信箱', '#海豚', '#dolphins', '#人魚', '#戀愛']",
145,65000,2024-11-01T11:39:56.000Z,7110,63,0,1,"['#文末抽獎', '#Biore洗顏', '#必殺瞬間', '#我們都是Biore世代', '#Biore洗顏']",
146,1345000,2024-10-29T00:30:08.000Z,355000,907,0,1,"['#fish', '#fishing', '#sea']",
147,18000,2024-10-17T10:00:40.000Z,707,27,0,1,"['#花蓮美食', '#花蓮點心', '#花蓮下午茶', '#復興街石頭餅', '#石頭餅', '#土土吃花蓮', '#洄家', '#hualien', '#hualienfood']",
148,106000,2024-11-05T13:17:34.000Z,12000,62,0,1,"['#나이시', '#奶昔']",
149,12000,2024-11-02T09:12:56.000Z,7380,45,1,0,"['#迷因', '#梗圖', '#迷因梗', '#迷因梗圖', '#memes', '#梗圖分享', '#笑話', '#冷笑話', '#搞笑', '#搞笑影片', '#幽默語錄', '#轉', '#盧廣仲', '#歌手', '#肌肉', '#健身']",2 個人和顯示的文字是「 Muti 製圖/葉力琦 你要我刻在你心裡 還是墓碑上？ 」的圖像.
150,10000,2024-10-26T21:05:22.000Z,160000,100,0,1,"['#Karina', '#카리나', '#æspa', '#에스파', '#RelayDance']",
151,171000,2024-10-27T07:55:23.000Z,57000,1289,0,1,[],
152,34000,2024-11-11T12:29:37.000Z,4304,6,1,0,[],6 個人、長髮和上衣的圖像.
153,40000,2024-10-29T08:01:08.000Z,10000,76,0,1,"['#情歌', '#内容过于真实']",
154,37000,2024-10-28T07:13:06.000Z,,0,1,0,"['#Band', '#Christmas', '#Concert', '#Fans', '#KTV', '#Live', '#Music', '#single', '#streaming', '#WhoCares', '#Zepp', '#專場', '#新單曲', '#演唱會', '#積憂谷', '#粉絲', '#聖誕', '#胡凱兒', '#菸癮', '#音樂', '#koha', '#kohataiwan', '#酷哈', '#酷哈潮流誌']",4 個人和文字的圖像.
155,57000,2024-10-15T12:01:08.000Z,675,15,1,0,"['#好Man啊', '#億萬駙馬', '#伍富橋', '#床照', '#出軌', '#星島頭條娛樂']",1 人和文字的圖像.
156,285000,2024-11-08T23:15:12.000Z,458000,1146,0,1,[],
157,258000,2024-11-04T10:08:37.000Z,30000,77,1,0,['#hahababy_'],2 個人、嬰兒、尿布和文字的圖像.
158,6933,2024-09-15T11:20:05.000Z,78000,423,0,1,[],
159,114000,2024-10-07T14:38:21.000Z,22000,52,0,1,"['#馬克信箱', '#海豚', '#dolphins', '#人魚', '#戀愛']",
160,65000,2024-11-01T11:39:56.000Z,7110,63,0,1,"['#文末抽獎', '#Biore洗顏', '#必殺瞬間', '#我們都是Biore世代', '#Biore洗顏']",
161,1345000,2024-10-29T00:30:08.000Z,355000,907,0,1,"['#fish', '#fishing', '#sea']",
162,18000,2024-10-17T10:00:40.000Z,707,27,0,1,"['#花蓮美食', '#花蓮點心', '#花蓮下午茶', '#復興街石頭餅', '#石頭餅', '#土土吃花蓮', '#洄家', '#hualien', '#hualienfood']",
163,106000,2024-11-05T13:17:34.000Z,12000,62,0,1,"['#나이시', '#奶昔']",
164,12000,2024-11-02T09:12:56.000Z,7380,45,1,0,"['#迷因', '#梗圖', '#迷因梗', '#迷因梗圖', '#memes', '#梗圖分享', '#笑話', '#冷笑話', '#搞笑', '#搞笑影片', '#幽默語錄', '#轉', '#盧廣仲', '#歌手', '#肌肉', '#健身']",2 個人和顯示的文字是「 Muti 製圖/葉力琦 你要我刻在你心裡 還是墓碑上？ 」的圖像.
165,10000,2024-10-26T21:05:22.000Z,160000,100,0,1,"['#Karina', '#카리나', '#æspa', '#에스파', '#RelayDance']",
166,171000,2024-10-27T07:55:23.000Z,57000,1289,0,1,[],
167,34000,2024-11-11T12:29:37.000Z,4304,6,1,0,[],6 個人、長髮和上衣的圖像.
168,40000,2024-10-29T08:01:08.000Z,10000,76,0,1,"['#情歌', '#内容过于真实']",
169,37000,2024-10-28T07:13:06.000Z,,0,1,0,"['#Band', '#Christmas', '#Concert', '#Fans', '#KTV', '#Live', '#Music', '#single', '#streaming', '#WhoCares', '#Zepp', '#專場', '#新單曲', '#演唱會', '#積憂谷', '#粉絲', '#聖誕', '#胡凱兒', '#菸癮', '#音樂', '#koha', '#kohataiwan', '#酷哈', '#酷哈潮流誌']",4 個人和文字的圖像.
