Post Index,followers,upload time,Like Count,Comment Count,is Photo,is Video,hashtag,Pic Description
71,13000,2024-11-11T16:16:45.000Z,199,5,0,1,"['#台中美食', '#台中新開幕', '#台中新店', '#台中新店報報', '#台中窯烤披薩', '#窯烤披薩', '#義式料理', '#義式披薩', '#拿波里', '#拿波里披薩', '#拿坡里', '#拿坡里披薩', '#台中美食推薦', '#台中美食地圖', '#台中北區', '#台中北區美食', '#北區美食', '#台中義式料理', '#大叔窯烤披薩', '#pizza', '#pizzería', '#秋多咖啡', '#似顏繪', '#台中咖啡廳', '#linyu台中吃', '#linyu北區吃吃吃', '#林妤一直吃']",
72,49000,2024-11-11T11:30:00.000Z,79,0,1,0,"['#alwaysgood', '#歐威士古德', '#總是最好的']",1 人、連帽風衣、上衣、高領上衣和文字的圖像.
73,14000,2024-10-22T03:26:39.000Z,350,0,1,0,[],4 個人、伏見稻荷大社、東京鐵塔和文字的圖像.
74,26000,2024-11-07T12:00:00.000Z,1176,27,1,0,[],3 個人和文字的圖像.
75,136000,2024-11-08T18:43:04.000Z,25000,192,0,1,[],
76,2106000,2024-10-29T12:34:54.000Z,9150,182,0,1,"['#shock', '#wasp']",
77,34600000,2024-11-07T12:45:09.000Z,,310,1,0,[],2 個人和文字的自拍照.
78,19000,2024-11-09T08:40:19.000Z,2,11,1,0,[],1 人、毛髮、連帽風衣和戶外的圖像.
79,2914000,2024-11-06T15:19:52.000Z,792000,331,0,1,"['#kawaii', '#dish']",
80,353000,2024-11-06T19:01:27.000Z,383,20,0,1,[],
81,1197000,2024-11-02T23:44:45.000Z,,302,0,1,"['#genderrevealshow', '#genderreveal', '#genderrevealparty', '#pregnancy', '#pinkorblue', '#heorshe', '#gendereveal', '#babyshowerideas', '#itsaboy', '#itsagirl', '#babyontheway', '#babygenderreveal', '#babyshowerdecor', '#viral', '#viralreels', '#instareels', '#explore', '#explorepage', '#exploremore', '#reelit', '#reelsinstagram', '#reelsvideo', '#reelsviral']",
82,62000,2024-10-15T01:52:16.000Z,,29,0,1,"['#explorepage', '#foryou', '#reels', '#instareels', '#viralreels', '#comedyreels', '#funnyreels', '#friendship', '#jigriyaar', '#bff', '#instagram', '#trending', '#explorepage', '#instagood', '#reelsvideo', '#fypyes', '#quoteftheday', '#beautiful', '#new', '#trending', '#vairalvideo']",
83,198000,2024-10-11T10:34:39.000Z,10000,54,0,1,"['#珍奶舞蹈challenge', '#珍奶舞蹈challenge', '#珍奶舞蹈challenge', '#BUBBLETEA', '#哞³', '#JOYCE就以斯', '#喫茶小舖']",
84,39000,2024-11-08T13:21:43.000Z,88228,39,0,1,"['#台北', '#台北火鍋', '#台北麻辣鍋', '#台北餐酒館', '#台北晚餐', '#台北美食推薦', '#西門町', '#西門町美食']",
85,113000,2024-11-08T12:52:05.000Z,2,11,0,1,"['#trending', '#love', '#trendingreels', '#trendingaudio']",
86,2724000,2024-10-02T18:05:12.000Z,18000,296,0,1,[],
87,434000,2024-10-28T15:10:15.000Z,232,3,1,0,[],湖泊的圖像.
88,11000,2024-11-05T12:14:40.000Z,115,4,0,1,"['#台東', '#台東市', '#台東美食', '#台東甜點', '#台東下午茶', '#幸福綠豆湯', '#綠豆薏仁']",
89,31000,2024-09-28T04:00:07.000Z,6552,36,1,0,"['#一個野生的漂遊者機器人創建了一個活動', '#展開地標', '#露營套票線上表單', '#實體售票', '#KOOBESTAR', '#你好', '#HourJungleCafé', '#遠傳用戶憑', '#數量有限', '#即將開放尚未開賣']",一或多人、瀏海、海報、雜誌、行事曆和顯示的文字是「 Loron 22-24 NOVEMBER 2024 announcement of ۴ festival music 101 920 ETSRRECES E 蛋 O5 999979/1 森趣圈 家 康士坦的變化球 KST FT GIGO 怕胖團 怕胖團PAPUNBAND PAPUN BAND 拍謝少年 拍謝少年SORRYYOUTH SORRY YOUTH 傷心欲絕 傷心欲絕Wayne'sSoSac Wayne's So Sad icyball icyball冰球樂團 冰球樂團 ΕΝΤΗ POT 溫蒂漫步 Wendy Wander 莉莉周她說 Lily Chou-Chou Chou L SHOOTUP 伯爵白 Earl Blanc 上山 Over The Top 桑尼 Sonnie エ口紳士 Ero Gent (powered by 福造者] 里をい47。 ROCKKKK แ ခွန် Lohtpne OWERED 」的圖像.
90,11000,2024-11-11T11:11:04.000Z,693,9,0,1,"['#happylifepartnerday', '#like', '#viral']",
91,641000,2024-10-21T10:24:48.000Z,745000,667,0,1,[],
92,17000,2024-09-28T04:46:19.000Z,241,5,0,1,"['#士林夜市', '#士林美食', '#台北美食', '#台北景點', '#豆花', '#台北甜點']",
93,685000,2024-11-12T02:30:23.000Z,70000,108,1,0,[],文字的圖像.
94,37000,2024-10-22T08:44:47.000Z,1242,13,0,1,"['#煦那皮吃咖啡廳', '#煦那皮吃行天宮', '#台北', '#台北美食', '#美食', '#咖啡廳', '#taipeicafe', '#台北咖啡廳', '#taipei', '#taipeifood', '#行天宮美食', '#行天宮咖啡廳', '#布丁', '#pudding', '#food', '#foodporn', '#foodphotography', '#yummy', '#dessert', '#reels', '#義大利麵']",
95,298000,2024-11-12T10:33:37.000Z,2720,8,0,1,"['#影后', '#嚴藝文', '#女演員']",
96,21000,2024-10-29T04:19:15.000Z,,478,0,1,"['#poeticpyaar', '#sadedit', '#sadstatus', '#sadedits', '#trendingreels', '#trendingnow', '#sadeditsemotional', '#trendingaudio', '#sadmovies', '#sadheartfeelings', '#bachchanfamily', '#aishwaryarai', '#aishwariyaraibachan', '#bollywoodmovies', '#bolywoodlove', '#bollywoodlovers', '#sadmovies']",
97,765000,2024-11-07T10:23:14.000Z,22000,37,0,1,"['#金天系列', '#oreo']",
98,144000,2024-11-11T10:18:22.000Z,3,3,0,1,"['#hahababy', '#滿額贈一萬以外的都還有哦', '#官網單筆消費滿1500元全台免運']",
99,51000,2024-10-04T01:24:04.000Z,46000,211,0,1,"['#bestfriends', '#loveislove', '#bffgoals', '#trendingreels']",
0,212000,2024-11-06T07:36:25.000Z,77000,180,0,1,[],
1,1390000,2024-11-12T09:18:44.000Z,5,23,1,0,[],文字的塗鴉.
2,194000,2024-11-09T17:32:13.000Z,1650,13,0,1,[],
3,162000,2024-11-10T13:21:14.000Z,7320,14,1,0,"['#coldrain', '#氣志團万博2024']",5 個人、瀏海和文字的圖像.
4,39000,2024-11-09T12:18:55.000Z,423,63,0,1,"['#台南美食', '#台南食記', '#台南早午餐', '#台南景點', '#台南下午茶', '#台南', '#台南港式飲茶', '#港式飲茶']",
5,12550000,2024-08-28T18:42:46.000Z,4729000,711,0,1,[],
6,912000,2024-11-04T08:44:51.000Z,103000,247,0,1,[],
7,914000,2024-11-07T13:21:37.000Z,7552,42,1,0,"['#溫155穿搭', '#supreme', '#stayreal', '#timberland']",1 人、帽子、牛角扣大衣、夾克、連帽風衣和文字的圖像.
8,281000,2024-11-10T12:15:43.000Z,15000,120,0,1,[],
9,12000,2024-11-10T11:56:10.000Z,11000,52,0,1,"['#LUCY', '#원더리벳2024', '#WONDERLIVET2024']",
10,151000,2024-11-10T04:34:00.000Z,255,2,1,0,[],1 人、長大衣、羽絨外套、牛角扣大衣、飛行夾克、雨衣、連帽風衣、刷毛外套和文字的圖像.
11,470000,2024-11-05T17:46:24.000Z,105000,441,0,1,"['#ai', '#babyfashion', '#baby', '#cute', '#fyp', '#lovely', '#fashion']",
12,128000,2024-11-11T04:45:48.000Z,774,4,0,1,"['#이다혜', '#이다혜치어리더', '#치어리더', '#기아타이거즈', '#李多慧', '#cheerleaders', '#台湾野球チア', '#小龍女', '#天母棒球場']",
13,51000,2024-11-12T12:06:41.000Z,585,8,0,1,"['#味全龍', '#小龍女', '#百事可樂']",
14,26000,2024-11-12T07:07:29.000Z,245,1,1,0,"['#青山舞台', '#華西舞台', '#直興舞台', '#市集', '#城市散步', '#2024萬華大鬧熱', '#艋舺有嘻哈', '#RoarNowBangkah', '#WANHUA']",懶猴、海報、行事曆和文字的插圖.
15,33000,2024-11-11T03:03:27.000Z,3199319999,35,1,0,"['#楊景翔', '#詹傑', '#謝謝來看戲的大家', '#謝謝我無限刷的粉絲們', '#謝謝你們給予五木大学這麼多的支持']",2 個人、單簧管和音樂會的圖像.
16,183000,2024-11-07T14:30:26.000Z,234000,168,0,1,"['#reel', '#reelitfeelit', '#reelsinstagram', '#reelsvideo', '#relatable', '#reelindia', '#explorepage', '#trendingreels', '#fyp', '#memes', '#memesdaily']",
17,32000,2024-10-17T16:23:52.000Z,513,48,1,0,[],1 人、美妝和毛髮的特寫.
18,989000,2024-11-10T04:16:22.000Z,20000,106,1,0,"['#eminentluggage', '#eminent', '#萬國通路', '#KK74', '#Funloader']",1 人、手提箱、運動褲、連帽風衣、行李箱、公事包和文字的圖像.
19,114000,2024-11-11T12:25:48.000Z,1405,11,0,1,[],
20,9369,2024-11-09T07:15:11.000Z,122,0,1,0,[],4 個人、瀏海、雜誌、海報、音樂會和文字的圖像.
21,740000,2024-11-06T05:38:16.000Z,6029,26,0,1,[],
22,125000,2024-11-07T09:10:00.000Z,8133,31,0,1,[],
23,30000,2024-11-08T11:09:32.000Z,2702,6,1,0,"['#lowiq01', '#lowiq01andtherhythmmakersplus', '#細美武士', '#チャレンジ25', '#日比谷野外音楽堂', '#市川芸人']",懶猴和文字的圖像.
24,576000,2024-11-12T03:35:37.000Z,11000,67,1,0,"['#楓糖鬆餅漢堡', '#ELLE生活圈', '#ELLETAIWAN', '#麥當勞', '#厚鬆餅堡', '#McDonalds', '#鬆餅漢堡', '#麥當勞早餐']",鬆餅機、薄煎餅、麵包、三明治和文字的圖像.
25,29340000,2024-11-10T15:36:24.000Z,160000,122,0,1,[],
26,114000,2024-11-02T11:23:07.000Z,165000,313,0,1,"['#اسطنبول', '#istanbul', '#تركيا', '#turkey', '#بورصة', '#bursa', '#معشوقية', '#صبنجة', '#تقسيم', '#السياحة_في_تركيا', '#طرابزون', '#الشمال_التركي', '#الكويت', '#السعودية', '#الإمارات', '#قطر']",
27,14000,2024-11-06T22:35:00.000Z,45,2,0,1,"['#협찬', '#KEYTH', '#컬러드키스', '#핑크마그넷쿠션', '#쿠션추천', '#글로우쿠션', '#촉촉한쿠션', '#광채쿠션', '#물광쿠션', '#건성쿠션', '#초밀착쿠션', '#물광메이크업']",
28,402,2024-11-11T13:27:44.000Z,574,0,0,1,"['#گیره_انبری_یلدایی', '#گیره_هندوانه_شب_یلدا', '#یلدا', '#یلدا_مبارک', '#پاپیون_یلدایی', '#بازار', '#بازاراردبیل', '#پخش_راثی', '#گیره_یلدایی', '#پاپیون_دخترانه', '#هدبند_نوزاد', '#یلدا_مبارک', '#هدبند_فانتزی', '#پاپیون_زیبا', '#اکسسوری_مو']",
29,332000,2024-11-12T09:36:59.000Z,23000,136,1,0,"['#弘第', '#弘第25', '#弘第二五閃耀綻放', '#公益商品', '#韓國藝匠', '#趙娟週', '#啦啦隊']",1 人、毛髮和洋裝的圖像.
30,52000,2024-10-28T10:00:27.000Z,4441,34,1,0,"['#浮現祭', '#EMERGEFEST', '#浮現祭2025', '#EMRG2025', '#冒險遊樂園', '#HUSH', '#動物園釘子戶', '#hue', '#HelsinkiLambdaClub', '#心頭肉MindBodySoul']",海報和文字的圖像.
31,978000,2024-11-04T08:02:29.000Z,4678,28,0,1,"['#akshaykumar', '#akshay6882', '#akshayakash', '#akshayfan', '#akshaykumarkingdom', '#akshaykumarstatus', '#akshaykumarfanbase', '#akshaykumarcomedy', '#akshaykumarprideofindia', '#akshaykumarmemes', '#akshaykumarmeme', '#akshaykumardaily', '#akshaykumarfanclub', '#akshaykumarfans', '#akshaykumarforever', '#akshaykumar2021', '#akshaykumarfanakash', '#akshaykumarquotes', '#akshaykumarmovies', '#khiladikumar', '#khiladikumar', '#Khiladi', '#khiladikumar', '#akkiansforever', '#akkians', '#akkianslove', '#Akkians', '#khiladikumar']",
32,10000,2024-10-31T03:46:11.000Z,179,10,1,0,[],1 人、海洋和海灘的圖像.
33,32000,2024-11-11T09:18:24.000Z,519,14,0,1,"['#三合院老宅', '#女兒吃台南', '#台南', '#台南美食', '#台南晚餐', '#台南燒烤', '#台南早午餐', '#台南必吃', '#台南新店', '#台南小吃']",
34,57000,2024-11-10T14:23:28.000Z,5526,5,1,0,[],1 人、披風和迷你裙的圖像.
35,51000,2024-11-07T10:10:00.000Z,2861,3,0,1,"['#味全龍', '#感謝祭']",
36,122000,2024-10-25T16:33:49.000Z,97000,158,0,1,"['#trending', '#viral', '#foryou', '#Nameart', '#namevideo', '#reelsinstagram', '#lyrics', '#trending', '#marathilove', '#lovestory', '#romantic', '#reelinstagram', '#goodnight', '#reels', '#insta', '#igtv', '#instalove', '#instareels', '#statuslover', '#love', '#sad', '#breakup', '#bolloywood', '#songs', '#whatsappstatus', '#reelsinstagram', '#reel', '#explorelove', '#explorepage']",
37,164000,2024-11-13T09:49:19.000Z,2,65,0,1,[],
38,4926,2024-11-11T07:14:03.000Z,48,2,0,1,"['#全家新品', '#全家美食', '#超商美食', '#超商限定', '#超商甜點', '#emina', '#零食控', '#全家甜點', '#全家限定', '#日本零食', '#全家限定', '#全台美食', '#起司', '#飲食控制', '#台中美食', '#桃園美食', '#台北美食']",
0,41000,2024-11-05T01:25:00.000Z,14000,261,0,1,"['#travel', '#facts', '#trip', '#okay']",
1,209000,2024-11-09T09:37:06.000Z,359,1,1,0,['#groundsfootwear'],4 個人、牛角扣大衣、長大衣和街道的圖像.
2,1459000,2024-11-09T13:10:43.000Z,22000,32,1,0,[],5 個人、東京鐵塔和文字的圖像.
3,178000,2024-10-18T13:21:03.000Z,717,0,0,1,"['#金鐘59', '#阿Ken', '#納豆']",
4,21000,2024-11-11T15:44:05.000Z,1182,14,1,0,"['#TizzyBac25th', '#股東大會暨新歌搶聽會', '#鐵支日限定']",人群和音樂會的圖像.
5,57000,2024-11-02T07:11:48.000Z,8853,148,0,1,"['#comedy', '#camel', '#cactus', '#lemon', '#fact', '#test', '#eat', '#camelfact', '#desart', '#meme', '#funnyreel', '#viralreel', '#instaviral']",
6,9724,2024-11-12T08:32:12.000Z,395,5,1,0,"['#솔루션스', '#THESOLUTIONS', '#그랜드민트페스티벌']",喇叭、人群和音樂會的圖像.
7,28000,2024-11-11T06:02:00.000Z,2840,43,1,0,[],5 個人和音樂會的圖像.
8,39000,2024-11-13T10:32:00.000Z,179,83,0,1,"['#tainan', '#tainanfood', '#台南', '#台南美食', '#台南景點', '#台南下午茶', '#台南食記', '#台南旅遊', '#台南旅行', '#台南美食地圖', '#台南甜點', '#台南咖啡廳']",
9,43000,2024-11-12T06:03:56.000Z,1686,0,1,0,[],1 人、音樂會和文字的圖像.
10,766000,2024-11-09T20:06:53.000Z,47000,253,0,1,[],
11,4280,2024-11-11T14:31:08.000Z,,12,1,0,"['#PinkVibes', '#ColorPop', '#InMyElement', '#SassyStyle', '#ContentCreatorLife', '#StreetStyle', '#AestheticVibes', '#ModelLifestyle', '#BoldAndBright', '#cyn_thia', '#WinterFeels', '#feelinggood', '#kissmemore', '#summervibes', '#partyvibes', '#따뜻한무드', '#ugc', '#ugccreator', '#contentcreator', '#겨울속여름', '#commercialmodel']",1 人和帽子的圖像.
12,17000,2024-11-11T10:04:39.000Z,146,9,1,0,"['#کتدامن', '#کتدامن_مجلسی', '#کت_دامن_بلند', '#لباس_یلدایی', '#ست_یلدا', '#دامن_پلیسه_بلند', '#کت_سنتی', '#کت_دامن_شیک']",裙子、網子和洋裝的圖像.
13,9369,2024-11-10T05:30:07.000Z,27,0,1,0,[],
14,84000,2024-11-11T17:09:04.000Z,90129,8,0,1,[],
15,4953000,2024-11-10T09:46:11.000Z,311000,310,0,1,[],
16,255000,2024-11-13T00:40:00.000Z,7953,70,1,0,"['#台南', '#台南美食']",3 個人、長髮、暮光、雲和文字的圖像.
17,40000,2024-10-22T04:00:19.000Z,3048,8,1,0,"['#搭大眾運輸抽毛巾', '#免費入場', '#搖滾台中2024', '#ROCKINTAICHUNG']",海報、雜誌和文字的普普藝術品.
18,209000,2024-11-08T12:30:42.000Z,9500,24,1,0,"['#LikeJapan生活', '#Likejapan_編輯部']",炸薯條、紙箱和文字的圖像.
19,23000,2024-11-08T13:19:02.000Z,9403,35,0,1,"['#高雄', '#高雄聖誕樹', '#高雄聖誕節', '#聖誕樹', '#聖誕節', '#merrychristmas', '#christmas', '#christmastree', '#雪花', '#skmpark', '#skmparkoutlets高雄草衙']",
20,433000,2024-09-15T12:30:00.000Z,17000,10,0,1,"['#food', '#streetfood', '#indianstreetfood', '#viralfood', '#explore', '#reelkarofeelkaro', '#reelitfeelit', '#instagramreels', '#reels', '#crispyfoodstation', '#candy']",
21,139000,2024-11-07T04:32:11.000Z,66000,147,0,1,"['#為你送上獨一無二的心意', '#DIY燃燒封信', '#手工卡片材料包', '#創意賀卡', '#生日禮物', '#ins風賀卡']",
22,480000,2024-11-09T08:00:00.000Z,2263,5,1,0,"['#梅田誠弘', '#赤間麻里子', '#吉田いをん', '#西藤圭祐', '#小川佑', '#大迫茂生', '#池田朋弘', '#北野桃香', '#三野龍一', '#三野龍一', '#川口諒太郎', '#西山竜弘', '#平尾萌夏', '#駒水友紀', '#Aputure', '#BABE', '#まさひろの西高生活', '#俳優', '#役者', '#映画', '#短編映画', '#ショートフィルム', '#ショートドラマ', '#こねこフィルム']",2 個人、大家在讀書、大家站著和文字的圖像.
23,141000,2024-11-08T04:07:05.000Z,1533,79,0,1,[],
24,43000,2024-11-12T10:03:33.000Z,3,51,0,1,[],
25,348000,2024-10-22T11:38:43.000Z,12000,51,0,1,"['#reels', '#food', '#foryou', '#fyp', '#makanan', '#viral', '#indonesia', '#homemade', '#foodstagram', '#foodphotography', '#jakarta', '#bandung', '#malaysia', '#surabaya', '#foodies', '#murah', '#snack', '#dirumahaja', '#kuliner', '#catering', '#sehat', '#kulinerjakarta', '#kulinerbandung']",
26,787000,2024-10-27T04:52:21.000Z,14000,47,1,0,[],4 個人、蠟燭和文字的圖像.
27,168000,2024-11-08T20:51:12.000Z,3636,44,1,0,[],1 人、吉他和文字的圖像.
28,12000,2024-11-11T20:15:04.000Z,332,20,1,0,[],文字的圖像.
29,295000,2024-11-06T18:29:10.000Z,1106,9,1,0,[],1 人、洋裝和文字的圖像.
30,668000,2024-10-17T07:41:22.000Z,3144000,190,0,1,"['#polarbear', '#icecream', '#aiart', '#artcommunity', '#cub', '#cutebear', '#art', '#polar', '#arctic', '#gelato']",
31,9125,2024-10-12T12:21:57.000Z,126,4,0,1,"['#花蓮', '#花蓮市', '#花蓮美食', '#美食', '#台灣美食', '#美食', '#花蓮旅行', '#旅行', '#花蓮景點', '#景點', '#花蓮餐廳', '#餐廳', '#花蓮旅遊', '#旅遊', '#台灣旅遊', '#台灣景點', '#花蓮小旅行', '#花蓮必吃', '#必吃', '#美食地圖', '#聚餐', '#家庭', '#情侶', '#學生', '#東華大學', '#慈濟大學', '#咖啡廳', '#花蓮咖啡廳', '#自家烘焙', '#甜點']",
32,132000,2024-11-08T10:32:22.000Z,620,12,0,1,"['#惜命命', '#陳佩賢Jesslyn', '#阿榮與阿玉']",
33,862000,2024-11-09T17:02:56.000Z,6054,173,0,1,"['#cardtrick', '#cardmagic', '#cardgames', '#playingcards', '#shuffle', '#magician', '#trick', '#challenge']",
34,1719000,2024-11-11T17:13:49.000Z,364000,141,0,1,[],
35,16000,2024-11-07T17:35:18.000Z,77000,105,0,1,"['#trending', '#trendingreels']",
36,42000,2024-11-08T11:49:53.000Z,4775,50,0,1,"['#ADisneyChristmas', '#HKDisneyland', '#香港迪士尼樂園']",
37,6707,2024-08-18T14:10:01.000Z,1998,8,0,1,"['#宜蘭民宿', '#宜蘭住宿']",
38,197000,2024-11-10T11:04:11.000Z,4,196,0,1,[],
39,281000,2024-11-12T13:44:01.000Z,12000,39,1,0,"['#LUCY', '#루시', '#최상엽', '#웬디의영스트리트']",1 人的圖像.
40,571000,2024-10-10T14:53:20.000Z,49000,167,0,1,"['#viralreels', '#instagood']",
41,645,2024-10-29T11:09:02.000Z,2065,14,0,1,"['#花蓮', '#花蓮早午餐', '#新開幕']",
42,125000,2024-11-08T08:10:00.000Z,1169,7,0,1,"['#莎拉愛用', '#平價保養', '#紅藻精華', '#肌底保養', '#防曬']",
43,36000,2024-11-03T14:02:45.000Z,879,4,0,1,"['#春浪', '#春浪音樂節', '#春浪19']",
44,480000,2024-11-09T08:00:00.000Z,17000,164,0,1,"['#まさひろの西高生活', '#俳優', '#役者', '#映画', '#短編映画', '#ショートフィルム', '#ショートドラマ', '#こねこフィルム']",
45,451000,2024-11-09T20:45:03.000Z,2913,24,0,1,"['#fishing', '#tunafishing', '#fishingfunny', '#fishrelease']",
46,117000,2024-11-11T07:12:52.000Z,1908,15,0,1,"['#自媒體經營', '#一人團隊', '#vlog', '#輕便腳架']",
47,32000,2024-11-10T14:33:48.000Z,834,40,0,1,[],
48,353000,2024-11-06T19:01:27.000Z,383,20,0,1,[],
49,329000,2024-11-13T13:24:29.000Z,608,5,0,1,"['#OOTD', '#outfitoftheday']",
50,1147000,2024-11-08T08:23:30.000Z,160000,258,0,1,[],
51,94000,2024-11-07T12:52:33.000Z,21,2,1,0,"['#xlarge', '#xlargejp', '#xlarge_snap', '#xlargeumeda', '#hepfive', '#梅田hepfive', '#outfit', '#outfitinspiration', '#outfitideas', '#コーディネート', '#スタイリング動画']",1 人、牛角扣大衣、羽絨外套、皮草、長大衣、連帽風衣、飛行夾克和口罩的圖像.
52,19000,2024-11-11T11:00:29.000Z,1744,46,0,1,[],
53,57000,2024-10-27T13:20:53.000Z,2814,20,1,0,"['#冬日香港微醺饗樂', '#千人微醺', '#可樂旅遊', '#香港自由行', '#叮叮車派對']",1 人的圖像.
54,1585,2024-11-09T13:58:55.000Z,40,0,1,0,"['#ハロルド作石', '#BECK', '#THEBAND', '#IFIFELL', '#IIFご来店']",3 個人、牛角扣大衣、口罩、矢車菊和文字的普普藝術品.
55,1306000,2024-11-09T07:21:30.000Z,61000,256,0,1,"['#Countryside', '#Life', '#outdoors']",
56,23000,2024-11-13T12:48:06.000Z,211,9,0,1,"['#美濃', '#高雄', '#高雄市集', '#燈會', '#藝術節', '#水橋', '#kaohsiung']",
57,41000,2024-10-31T12:54:20.000Z,11000,49,0,1,"['#檜木民宿_找茶人家', '#百年檜木甜甜圈', '#樹蕃茄汁', '#阿里山國家森林遊樂區', '#阿里山', '#阿里山景點', '#阿里山民宿', '#嘉義', '#嘉義景點', '#嘉義美食', '#嘉義民宿']",
58,2348000,2024-11-07T11:54:03.000Z,82000,148,0,1,"['#BikoStar', '#MannaHero', '#TauLion', '#BKMN', '#BikosManna', '#AndMfundo']",
59,36000,2024-10-22T10:17:22.000Z,286,1,0,1,"['#預售票', '#現場票', '#春浪', '#春浪音樂節', '#台中', '#秋山尋浪', '#做伙入山秋', '#春浪19', '#露營', '#音樂節']",
60,3270000,2024-10-11T17:14:28.000Z,,130,0,1,"['#Fashion', '#Girl']",
61,41000,2024-11-11T12:18:05.000Z,479,2,1,0,"['#광고', '#휠라', '#fila', '#휠라패딩', '#휠라플로우다운', '#패딩추천', '#한소희패딩', '#selfie', '#daily', '#ootd']",1 人、長大衣、羽絨外套、牛角扣大衣、連帽風衣、高領上衣、毛皮和夾克的圖像.
62,151000,2024-11-09T12:52:46.000Z,277,1,1,0,[],1 人、毛髮、長大衣、牛角扣大衣、羽絨外套、飛行夾克、雨衣、高領上衣、連帽風衣和休閒西裝外套的圖像.
63,329000,2024-11-07T13:38:49.000Z,3210,17,0,1,[],
64,11000,2024-11-04T12:07:04.000Z,162,0,0,1,"['#台東新開幕', '#台東咖啡廳', '#台東池上', '#春田喜樂', '#台東下午茶', '#池上', '#池上美食']",
65,4895000,2024-10-13T11:09:56.000Z,3718000,306,0,1,[],
66,17000,2024-11-09T05:01:46.000Z,170,0,0,1,"['#金音15', '#GIMAXV', '#GIMA就是現在', '#典禮回顧', '#ShoutOutToIndieMusic']",
67,19000,2024-11-03T13:00:00.000Z,1568,4,0,1,"['#這又沒有很屌', '#知識衛星', '#KASS線上課程']",
68,187000,2024-11-09T02:20:00.000Z,11000,14,0,1,[],
69,132000,2024-11-07T05:15:34.000Z,540,14,0,1,"['#惜命命', '#陳佩賢Jesslyn', '#阿榮與阿玉', '#惜命命challenge']",
70,34000,2024-10-27T04:23:15.000Z,3077,10,0,1,"['#homeruntaiwan', '#taiwan', '#中信盃黑豹旗', '#黑豹旗', '#黑豹旗歌唱比賽', '#高苑工商', '#張嘉宏', '#妥協']",
71,914000,2024-11-11T01:28:54.000Z,1020706,58,1,0,['#溫155穿搭'],1 人、浴袍、飛機和文字的圖像.
74,38000,2024-09-27T08:45:15.000Z,5430,27,0,1,[],
75,123000,2024-11-12T14:59:09.000Z,367,47,1,0,"['#kesfetplatform01', '#medyareklam01', '#12Kasım', '#a101aktüel', '#aktüelindirim', '#denebunucom', '#şokmarket', '#sağlık', '#siir', '#şiirduvarda', '#10marifet', '#yazma', '#bikahve', '#baharat', '#diyet', '#mobilya', '#mum', '#inciraltı', '#üniverste', '#balkon']",文字的圖像.
76,1783000,2024-09-14T18:47:12.000Z,2187000,178,0,1,"['#reels', '#reelsinstagram']",
77,92000,2024-11-09T01:46:06.000Z,15000,35,0,1,[],
78,17000,2024-11-08T11:27:18.000Z,7526,47,0,1,"['#台北飲料', '#台北飲料店', '#信義區美食', '#信義區', '#手搖飲', '#taipei']",
79,66000,2024-11-07T14:00:00.000Z,4776,1,0,1,[],
80,388000,2024-11-07T11:51:36.000Z,13000,67,0,1,['#黑糖脆脆奶蓋'],
81,461000,2024-10-25T03:35:20.000Z,237000,151,0,1,"['#tiere', '#animal', '#nice', '#life', '#leben', '#schön', '#foryou', '#fyp', '#زندگى', '#تلاش', '#حيوانات']",
82,144000,2024-11-10T06:49:00.000Z,2,180,0,1,"['#一萬元滿額贈已送完謝謝大家', '#有現貨能補我們都會盡量補', '#一年一度最優惠只到1111', '#hahababy']",
83,329000,2024-11-08T13:51:30.000Z,3514,32,0,1,"['#casetify', '#casetifytw']",
84,9127,2024-10-30T14:15:28.000Z,28,4,0,1,"['#花蓮', '#花蓮市', '#花蓮美食', '#美食', '#台灣美食', '#美食', '#花蓮旅行', '#旅行', '#花蓮景點', '#景點', '#花蓮餐廳', '#餐廳', '#花蓮旅遊', '#旅遊', '#台灣旅遊', '#台灣景點', '#花蓮小旅行', '#花蓮必吃', '#必吃', '#美食地圖', '#聚餐', '#家庭', '#情侶', '#學生', '#東華大學', '#慈濟大學', '#酒吧', '#花蓮酒吧', '#鬆餅', '#咖啡廳', '#貓']",
85,194000,2024-11-07T16:12:26.000Z,2,50,0,1,[],
86,57000,2024-11-02T07:11:48.000Z,8853,148,0,1,"['#comedy', '#camel', '#cactus', '#lemon', '#fact', '#test', '#eat', '#camelfact', '#desart', '#meme', '#funnyreel', '#viralreel', '#instaviral']",
87,9723,2024-11-12T08:32:12.000Z,395,5,1,0,"['#솔루션스', '#THESOLUTIONS', '#그랜드민트페스티벌']",喇叭、人群和音樂會的圖像.
88,28000,2024-11-11T06:02:00.000Z,2840,43,1,0,[],5 個人和音樂會的圖像.
89,39000,2024-11-13T10:32:00.000Z,179,83,0,1,"['#tainan', '#tainanfood', '#台南', '#台南美食', '#台南景點', '#台南下午茶', '#台南食記', '#台南旅遊', '#台南旅行', '#台南美食地圖', '#台南甜點', '#台南咖啡廳']",
90,43000,2024-11-12T06:03:56.000Z,1686,0,1,0,[],1 人、音樂會和文字的圖像.
91,766000,2024-11-09T20:06:53.000Z,47000,353,0,1,[],
